hour,day_of_week,is_weekend,is_night,log_amount,near_limit,is_p2p,is_merchant,is_bill,velocity_1h,velocity_24h,sender_pagerank,sender_in_degree,sender_out_degree,receiver_pagerank,receiver_in_degree,is_fraud
9,0,0,0,7.992059020219556,0,0,1,0,1,1,0.0002656519193217395,14,16,0.00013293115433217872,4,0
9,0,0,0,5.783825182329737,0,1,0,0,1,1,0.00019461606834433192,5,5,0.00021637957452517765,11,0
9,0,0,0,4.870913350921119,0,1,0,0,1,1,0.000137233622528002,10,12,0.0002803685865812589,15,0
9,0,0,0,6.429412979460343,0,1,0,0,1,1,0.00022735135913198526,13,10,0.0003134636385324906,12,0
9,0,0,0,10.902766758286111,0,1,0,0,1,1,0.00026123838151858073,20,15,0.0002359233615089284,13,1
9,0,0,0,7.705514695308327,0,1,0,0,1,1,0.0002956023741357147,9,13,0.00016342908675768763,8,0
9,0,0,0,7.009165000520575,0,0,1,0,1,1,0.00020459208555831518,11,11,0.0003364589937192585,18,0
9,0,0,0,6.858628058015444,0,1,0,0,1,1,0.00029959216977617023,15,14,9.742613491216245e-05,8,0
9,0,0,0,6.17891874268022,0,0,1,0,1,1,0.0001792597706044712,11,14,0.00020016263163616014,9,0
9,0,0,0,7.075462227406449,0,0,1,0,1,1,0.00016072288363997607,13,9,0.00020052542853180982,13,0
9,0,0,0,6.201705213066669,0,0,0,1,1,1,0.0001115462983975397,8,14,0.0003887880363935723,14,0
9,0,0,0,6.979219760190442,0,1,0,0,1,1,0.00015790638631152506,10,11,7.624882591255466e-05,6,0
9,0,0,0,5.333925794015404,0,1,0,0,1,1,0.00039737265095604975,11,8,0.000129272813123058,8,0
10,0,0,0,6.264293100200241,0,1,0,0,1,1,0.00022612316891817803,11,7,0.0002883429692856617,7,0
10,0,0,0,4.565701442077724,0,0,1,0,1,1,0.0004068953564894174,12,12,0.00046143617357615905,18,1
10,0,0,0,5.344485047393044,0,1,0,0,1,1,0.00018582497135165538,8,11,4.357566472097737e-05,4,0
10,0,0,0,8.129393133495638,0,0,0,1,2,2,0.00022304882116488633,7,15,0.0001737099518940835,10,0
10,0,0,0,6.647610549523445,0,0,0,1,1,1,0.00036464247317565104,14,5,0.0003909627158884806,19,1
10,0,0,0,8.403305309788111,0,1,0,0,1,1,0.0002446698267695005,8,14,0.0002194793013822392,8,0
10,0,0,0,7.5494354658591565,0,1,0,0,1,1,0.0003015928586932614,8,15,0.0002873798570612522,10,0
10,0,0,0,6.2746113507580015,0,0,1,0,1,1,0.00036308709622503266,15,7,0.00014051726491585983,8,0
10,0,0,0,7.265926103533379,0,0,1,0,1,1,0.00020345460942278494,6,8,0.0004510682514777521,17,1
10,0,0,0,8.044510777428286,0,0,1,0,1,1,6.796271545128513e-05,5,15,0.0002783711715107785,13,0
10,0,0,0,5.87899549221286,0,0,0,1,1,1,0.00012678833055271955,8,12,0.0002396338725524164,12,0
10,0,0,0,5.764532578795478,0,1,0,0,1,1,0.00011796585757497757,8,8,0.00018133757606891685,8,0
10,0,0,0,4.792645108022841,0,1,0,0,1,1,0.0001736233582287218,11,7,3.801633840830692e-05,4,0
10,0,0,0,6.490040448445056,0,0,0,1,1,1,0.0001091734677394776,7,9,0.0002257693471536226,10,0
10,0,0,0,5.092338161403407,0,1,0,0,1,1,0.0001339727111102773,12,10,0.0003559945663389043,13,0
10,0,0,0,6.883995231417798,0,1,0,0,1,2,7.755749953448122e-05,6,10,0.00016266594609087807,11,0
10,0,0,0,6.591028805295259,0,1,0,0,1,1,0.0001796079088479099,9,11,0.0003002495897140462,14,0
10,0,0,0,4.909414346738851,0,1,0,0,1,1,0.00016769645958297015,8,9,0.00011899998463762219,7,0
10,0,0,0,5.001998100700592,0,1,0,0,1,1,0.00021921528874873495,11,17,0.00017437430206044283,9,0
10,0,0,0,6.425452322149348,0,0,1,0,1,1,0.00020139805608417594,8,8,0.0002794133761626335,9,0
10,0,0,0,5.271100320254484,0,0,1,0,1,1,0.0001541854369672861,10,8,0.00010835206416711594,10,0
10,0,0,0,6.958239245952589,0,1,0,0,1,1,0.00028421508210543594,9,9,0.00013427966647313667,8,0
10,0,0,0,5.768258493840566,0,1,0,0,1,2,0.0001658925487894748,6,18,0.0002003726550191913,17,1
10,0,0,0,6.8874607307126725,0,0,1,0,1,1,0.0003028739184193088,14,10,0.00024298684262536656,10,0
10,0,0,0,7.622365472340905,0,1,0,0,1,1,7.313047175990413e-05,7,11,0.00017189093985242888,9,0
10,0,0,0,7.540616217968595,0,0,1,0,1,1,0.00016853846737975483,16,10,0.00015664567145709033,11,0
10,0,0,0,7.11150395985604,0,0,1,0,1,1,0.00028699139519265763,16,11,0.0002912824691955815,11,0
10,0,0,0,6.978195103128,0,1,0,0,1,1,0.00020282680287270362,17,12,0.0002695654476657514,19,0
10,0,0,0,6.433358011829698,0,0,0,1,1,1,0.0002262880810873315,12,11,0.0002901499199041715,13,0
10,0,0,0,5.056564225984656,0,1,0,0,1,1,0.00021614574640586035,17,12,0.0001678828115530335,14,0
10,0,0,0,7.4321227960146015,0,0,0,1,1,1,0.0001989857219962152,8,13,0.0003000806176644915,14,0
10,0,0,0,5.157962748575389,0,1,0,0,1,1,0.0006275395864960777,9,13,0.00012239772317594442,8,0
10,0,0,0,7.216782905453296,0,1,0,0,1,1,0.00018138429461622327,9,10,0.00012293039094206118,10,0
10,0,0,0,7.667036582030496,0,0,1,0,1,1,0.00010558888397453584,8,12,0.0002627433779379448,19,1
10,0,0,0,6.331252708540276,0,1,0,0,1,1,0.00039088681979379503,10,16,9.727330811687181e-05,11,0
10,0,0,0,5.984666492606983,0,1,0,0,1,1,0.00018168772882169466,5,10,0.00020250917387264585,17,0
10,0,0,0,6.456879539644578,0,0,1,0,1,1,0.00018662812006119435,12,12,0.00018290929886391813,10,0
10,0,0,0,6.732806476517595,0,0,1,0,1,1,0.0003641242863406297,26,12,0.0003022024418133745,23,0
10,0,0,0,7.565451432186667,0,1,0,0,1,1,0.00037499240877102825,8,10,0.0002003747862157711,11,0
10,0,0,0,8.40142986477377,0,0,1,0,1,1,0.000300592056164013,8,10,0.0003375281908918079,11,0
10,0,0,0,7.632284840770751,0,1,0,0,1,1,9.518206779145822e-05,9,10,0.00011141958345553734,10,0
10,0,0,0,5.511168128376815,0,1,0,0,1,1,0.0001311416438345094,8,16,0.0003444891131026311,18,0
10,0,0,0,3.961955374176355,0,0,1,0,1,1,0.00014773618263273666,8,11,0.00011579639182670934,11,0
10,0,0,0,8.200535346727882,0,1,0,0,1,1,0.0003069749490481447,12,10,0.00021146491871675108,8,0
11,0,0,0,5.0563094975874305,0,1,0,0,1,1,0.0002329675388229909,11,16,0.0002370881858361049,16,1
11,0,0,0,6.883698214388345,0,1,0,0,1,1,0.00014480468925157604,11,14,0.00010849122341980298,7,0
11,0,0,0,8.437489592905356,0,1,0,0,1,1,0.00027328799373166324,18,10,0.00029958928115535524,11,0
11,0,0,0,6.675192505751435,0,1,0,0,1,1,0.00025069880835026123,8,16,0.00011151765071273597,8,0
11,0,0,0,7.0493850411128,0,0,0,1,9,9,8.537777925344563e-05,5,9,5.996551184657757e-05,5,1
11,0,0,0,6.6628516858853635,0,0,1,0,9,9,8.537777925344563e-05,5,9,0.0001759534002994446,10,1
11,0,0,0,6.171470925944497,0,0,1,0,9,9,8.537777925344563e-05,5,9,0.0006032850354064369,31,1
11,0,0,0,6.224380195570895,0,0,1,0,9,9,8.537777925344563e-05,5,9,0.00032436717714441426,22,1
11,0,0,0,6.908275143828988,0,1,0,0,9,9,8.537777925344563e-05,5,9,0.00023399573809348065,15,1
11,0,0,0,8.707153829324142,0,1,0,0,9,9,8.537777925344563e-05,5,9,0.00011941321945322529,9,1
11,0,0,0,7.571314006860968,0,0,1,0,9,9,8.537777925344563e-05,5,9,0.00017052831751404607,8,1
11,0,0,0,8.081240009427352,0,1,0,0,9,9,8.537777925344563e-05,5,9,0.0003353547345767545,15,1
11,0,0,0,7.808514011433552,0,0,0,1,9,9,8.537777925344563e-05,5,9,0.00013733430274790107,12,1
11,0,0,0,7.271265806992625,0,1,0,0,1,1,0.00011094672734713678,5,8,0.0001904804965248915,15,0
11,0,0,0,7.471516747411079,0,0,1,0,1,1,0.0001951328096347503,14,9,0.0003627385633621136,15,0
11,0,0,0,5.46077629424574,0,1,0,0,1,1,7.992087327185772e-05,6,9,0.00017910128790477273,9,0
11,0,0,0,7.046969245158802,0,1,0,0,1,1,0.0003025965624800114,15,12,0.0001738044732623724,11,0
11,0,0,0,4.994912333631019,0,0,1,0,1,1,0.00020721324301160857,8,11,0.000247432654343203,9,0
11,0,0,0,6.273650292389248,0,0,1,0,1,1,0.00012475113182505476,9,13,0.0002458589363690584,10,0
11,0,0,0,6.331911018841698,0,0,1,0,1,1,0.000103344339948473,10,12,0.00020356715579671826,11,0
11,0,0,0,6.299610792692117,0,1,0,0,1,1,5.614021818906823e-05,7,12,0.00012538900695152413,12,0
11,0,0,0,6.694178321537139,0,0,1,0,1,1,0.0003451715798949668,22,8,0.00030976482354878795,16,0
11,0,0,0,5.2284312390838705,0,1,0,0,1,1,0.00012053185117220012,12,13,0.0001285785663175851,11,0
11,0,0,0,5.857818862238064,0,1,0,0,2,2,0.0003028739184193088,14,10,0.0001881682648352147,8,0
11,0,0,0,5.581614840681993,0,1,0,0,1,1,7.84442726491548e-05,6,11,0.0002435412430129919,14,0
11,0,0,0,5.51379158355734,0,1,0,0,1,1,0.00021625320641400898,10,10,9.095810448010391e-05,6,0
11,0,0,0,6.705247341267999,0,0,1,0,1,1,0.0003613726173374736,5,11,0.000142309289841749,9,0
11,0,0,0,3.7848712197676626,0,0,1,0,1,1,7.429698760407734e-05,8,11,0.00031707031700936247,16,0
11,0,0,0,7.504182286163851,0,1,0,0,1,1,0.0003264713222371085,12,7,0.0002547851171468001,7,0
11,0,0,0,5.395670911803947,0,1,0,0,1,1,8.363398856785604e-05,7,12,0.00012430736418482974,8,0
11,0,0,0,3.97912074896064,0,1,0,0,1,1,0.00011765776046942109,8,10,0.00013484529216273522,15,0
11,0,0,0,7.456206112994071,0,1,0,0,1,1,0.00020185726896987052,13,11,0.00016234498034181522,9,0
11,0,0,0,7.294485989034051,0,1,0,0,1,1,0.00017331565937181716,14,18,0.00013067961416185394,11,0
11,0,0,0,6.312333540948036,0,0,0,1,1,1,0.0001192680293587714,5,10,6.35312190800329e-05,7,0
11,0,0,0,6.529915065486092,0,0,1,0,2,2,0.00011765776046942109,8,10,0.00019660443406808314,11,0
11,0,0,0,5.210196283152857,0,1,0,0,1,1,0.0005081677165506878,22,8,0.00019180113380958347,11,0
11,0,0,0,7.194737106319525,0,1,0,0,1,1,0.000158744248142619,11,12,0.00027341095057622795,17,0
11,0,0,0,5.678703954279664,0,0,0,1,1,1,8.530592829068561e-05,6,13,0.00011350515342125583,10,0
11,0,0,0,6.975843741614667,0,1,0,0,1,1,0.00010476225918875912,9,10,0.0002342368718551912,14,0
11,0,0,0,8.099244486444363,0,0,1,0,1,1,0.00019130036806923288,11,8,0.0002640170771751926,7,0
11,0,0,0,8.051031771421966,0,1,0,0,13,13,0.00013796173299218963,10,13,0.0002520937840067669,11,1
11,0,0,0,6.660562345660401,0,1,0,0,13,13,0.00013796173299218963,10,13,0.00016190504889974816,11,1
11,0,0,0,6.199149223359647,0,1,0,0,13,13,0.00013796173299218963,10,13,0.00026630396399895235,17,1
11,0,0,0,4.984222870144423,0,1,0,0,13,13,0.00013796173299218963,10,13,0.00019638699810438012,14,1
11,0,0,0,7.369733036913987,0,0,1,0,13,13,0.00013796173299218963,10,13,0.00013557421318817253,9,1
11,0,0,0,6.85313012431819,0,1,0,0,13,13,0.00013796173299218963,10,13,0.0001435385066095529,12,1
11,0,0,0,6.572646112957965,0,1,0,0,13,13,0.00013796173299218963,10,13,0.0002177712179082489,15,1
11,0,0,0,7.7641261406440965,0,0,1,0,13,13,0.00013796173299218963,10,13,0.0003708108398085046,18,1
11,0,0,0,6.626585290145579,0,0,0,1,13,13,0.00013796173299218963,10,13,0.00018405764399211742,11,1
11,0,0,0,4.130515758526928,0,0,1,0,13,13,0.00013796173299218963,10,13,0.00022994221835912496,9,1
11,0,0,0,6.525425473926092,0,0,1,0,13,13,0.00013796173299218963,10,13,0.00021273055000138556,11,1
11,0,0,0,7.678145868216152,0,1,0,0,13,13,0.00013796173299218963,10,13,0.0002923387182622204,14,1
11,0,0,0,5.590091056903071,0,0,0,1,13,13,0.00013796173299218963,10,13,0.00048420014918219487,14,1
11,0,0,0,4.304200219209375,0,1,0,0,1,1,0.00010320146663826732,10,11,0.00013415490469042182,10,0
11,0,0,0,5.923453336491439,0,0,1,0,1,1,0.00024647610438397177,10,13,0.00030825065935254694,14,0
11,0,0,0,7.601687151590733,0,0,0,1,1,1,0.00027417381686416394,12,12,0.00024635316117333953,8,0
12,0,0,0,7.646057453048939,0,1,0,0,1,1,0.0003020472270438561,13,14,0.00043710820257958176,15,0
12,0,0,0,9.785329384026213,0,1,0,0,1,1,0.00019365382162483337,11,10,0.00022317006584399865,8,0
12,0,0,0,6.933822556044301,0,1,0,0,1,1,0.00024362948233136485,12,15,0.0002982075852094915,16,0
12,0,0,0,6.545507693823481,0,1,0,0,1,1,0.0002614857608956941,10,12,0.00028872347933371894,10,0
12,0,0,0,6.183777688029589,0,0,1,0,1,1,0.0001081811791706681,8,8,0.0001488963642821123,6,0
12,0,0,0,4.928991305055746,0,1,0,0,1,1,0.00037421841846786534,19,13,5.412875112935944e-05,6,0
12,0,0,0,4.598346960639966,0,1,0,0,1,1,0.00020562135440007842,8,12,0.00016730939864142936,7,0
12,0,0,0,4.982647257556087,0,0,0,1,1,1,0.00013678510046541458,8,9,0.00011468542975488267,7,0
12,0,0,0,6.034332447335157,0,0,1,0,1,1,0.00011600340118948565,11,9,0.00010531699345499448,5,0
12,0,0,0,6.337374253247055,0,0,1,0,1,2,0.0002307317570840668,10,12,0.00045969646987703935,18,0
12,0,0,0,6.809921918633374,0,1,0,0,1,1,0.0002662726591600436,9,16,7.493188785254527e-05,8,0
12,0,0,0,8.615892168210962,0,0,1,0,1,1,0.00037429649482955475,16,10,0.0003559945663389043,13,0
12,0,0,0,7.296453945912696,0,1,0,0,1,2,0.00017739608613491552,10,14,0.00021019224037615339,8,0
12,0,0,0,8.498069493595274,0,0,0,1,1,1,7.773464633028917e-05,4,9,0.00022000032535670388,19,1
12,0,0,0,5.500686618645769,0,1,0,0,1,1,0.00017226514657094077,10,5,0.00019919329035378088,21,0
12,0,0,0,6.4069294897944795,0,1,0,0,1,1,0.00013197994029892288,10,10,0.0003701819455405543,12,0
12,0,0,0,6.35657630086693,0,1,0,0,1,1,0.00015437348118181991,8,7,6.237301624352018e-05,4,0
12,0,0,0,7.187694956295758,0,0,0,1,1,1,0.0002636831074197679,11,8,0.00023240612214276815,12,0
12,0,0,0,7.890298063060603,0,1,0,0,1,1,0.00021403071844606122,11,6,0.0003289349881178982,23,1
12,0,0,0,5.769414148085031,0,0,1,0,1,1,9.668793990249406e-05,2,10,0.00015850351052855882,10,0
12,0,0,0,6.414704083315311,0,1,0,0,1,1,0.000162956931008377,7,14,0.00017030345531587063,8,0
12,0,0,0,5.995680646855719,0,0,1,0,1,1,0.00010703766158058842,8,10,4.243870652102523e-05,4,0
12,0,0,0,3.088311454847084,0,1,0,0,1,1,0.00015649313991569246,7,12,0.00014940808240888198,10,0
12,0,0,0,10.92527171431233,0,0,1,0,1,1,0.0005658561537478304,23,7,0.00018371233352489771,6,1
12,0,0,0,6.538067462249494,0,1,0,0,1,1,9.827518017630731e-05,7,18,0.000295117082153442,27,0
13,0,0,0,7.476166558640525,0,1,0,0,1,1,0.00018216031281362814,9,11,0.00010179884665177608,8,0
13,0,0,0,5.616152724695227,0,1,0,0,1,1,4.294463840098682e-05,3,11,0.0001738044732623724,11,0
13,0,0,0,3.9382753765722116,0,0,0,1,1,1,0.00022850185207381896,10,11,0.000187557969248081,12,0
13,0,0,0,6.021314569076868,0,1,0,0,1,1,0.0001103803633573853,15,9,0.0003257237481805817,10,0
13,0,0,0,7.835895527213442,0,0,1,0,1,1,6.407425908460508e-05,8,9,0.0001994076111928815,18,0
13,0,0,0,7.669201090099557,0,0,1,0,1,1,0.000248672276444557,9,8,0.00038844080832291494,17,0
13,0,0,0,8.84458864410248,0,0,1,0,1,2,0.00011409875096069692,5,11,0.00030976482354878795,16,0
13,0,0,0,7.080430458724286,0,1,0,0,1,1,0.00013364734623894678,11,12,0.00027427155359224505,12,0
13,0,0,0,8.490892336296843,0,1,0,0,1,1,0.0001156546230283508,10,11,0.00020386444741097011,9,0
13,0,0,0,7.247472245768239,0,1,0,0,1,1,0.00013785002496690456,9,7,0.000321280393688355,10,0
13,0,0,0,6.226872581242174,0,1,0,0,1,1,0.00011179564275313001,8,9,0.0001677016300673121,10,0
13,0,0,0,8.360471542812567,0,1,0,0,1,1,0.0001454000877225899,10,5,0.0002234400452558296,8,0
13,0,0,0,8.025934873142775,0,1,0,0,1,1,0.00022300274881394944,11,15,0.00014027508548401324,13,0
13,0,0,0,5.842529409331661,0,0,1,0,1,1,0.0002724057113200638,13,11,9.898680486581515e-05,7,0
13,0,0,0,8.161329347018748,0,0,0,1,1,1,0.000298790435375936,9,17,0.00019380116645565873,10,0
13,0,0,0,9.009525666145036,0,1,0,0,1,1,0.00023177342393081656,11,4,0.00033920010521555275,7,0
13,0,0,0,7.1067946445489385,0,0,1,0,1,1,0.0004749794443496452,16,14,0.0002791098165432165,6,0
13,0,0,0,6.638070283232011,0,0,1,0,1,1,0.00023466524693842924,11,13,0.00022901550096878924,15,0
13,0,0,0,6.1632937511814525,0,1,0,0,1,2,9.518206779145822e-05,9,10,0.0002122358555081033,11,0
13,0,0,0,5.700242884357668,0,1,0,0,1,3,0.0001658925487894748,6,18,0.0001809140803566169,12,0
13,0,0,0,7.051639149310715,0,0,0,1,1,1,8.852820979366163e-05,9,10,0.0003219428404196455,14,0
13,0,0,0,7.765263690959045,0,1,0,0,1,1,0.00018617841085666575,10,10,0.00033800921732759164,20,0
